,user_id,name,lang,bot,subscription_date,statuses_count,number_of_tweets,tweets_2019,tweets_2020,likes_sum,likes_mean,likes_max,ratio_num_likes_and_num_tweets,time_delta_sec,min_delta_sec,favorite_count_entropy,num_hashtags_entropy,created_at_entropy,mean_length,number_of_special_chars,len_all_tweets,mean_special_char,num_hashtags_mean,num_hashtags_max,num_urls_mean,num_urls_max,num_mentions_mean,num_mentions_max,user_number_of_retweets,consecutive_days,sum_duplicate_tweets,max_duplicate_tweets,tweets_per_h,min_tweets_per_h,max_tweets_per_h
0,2353593986,Lamonica Raborn,en,1,2019-02-22 18:00:42,76.0,127.0,127,0,5,0.03937007874015748,1,0.03937007874015748,85354.35714285714,3829100.0,0.16593703118593145,0.2918313415486512,4.745945753780807,140.0,479,8202,0.05840039014874421,0.10236220472440945,3.0,0.0,0.0,0.28346456692913385,1.0,0,3,2293,783,4.233333333333333,1.0,10.0
1,2358850842,Lourie Botton,en,0,2019-02-26 03:02:32,54.0,119.0,119,0,6,0.05042016806722689,1,0.05042016806722689,91048.7627118644,3531616.0,0.19975054916310242,0.14708675188250986,4.604380506415744,139.0,392,8367,0.0468507230787618,0.03361344537815126,1.0,0.0,0.0,0.3445378151260504,1.0,0,2,1182,77,4.576923076923077,1.0,12.0
2,137959629,Dadan Syarifudin,en,1,2015-04-30 07:09:56,3.0,4.0,0,0,0,0.0,0,0.0,21548.0,63931.0,-0.0,-0.0,1.0397207708399179,25.0,19,77,0.24675324675324675,0.0,0.0,0.0,0.0,0.0,0.0,0,1,6,2,1.3333333333333333,1.0,2.0
3,466124818,Carletto Focia,it,1,2017-01-18 02:49:18,50.0,1394.0,1393,0,254,0.18220946915351507,11,0.18220946915351507,56108.470208183775,63553735.0,0.4953254731190206,0.25513532122859556,7.095734110429234,140.0,6589,123587,0.0533146690185861,0.08321377331420372,9.0,0.02654232424677188,2.0,0.006456241032998565,3.0,6,2,220680,5734,1.641931684334511,1.0,16.0
4,2571493866,MBK Ebook,en,0,2019-06-18 19:30:21,7085.0,3535.0,0,3535,218,0.06166902404526167,2,0.06166902404526167,2947.256932654216,15248.0,0.23513742230719376,0.41065270238381274,8.028897923630737,143.0,10785,263532,0.040924821274076775,0.1352192362093352,4.0,0.004809052333804809,2.0,0.5227722772277228,6.0,0,2,5275,9,1.8054136874361593,1.0,17.0
5,2199062688,Qq,en,0,2018-11-19 06:58:18,7406.0,1989.0,317,1672,1462,0.7350427350427351,58,0.7350427350427351,13778.998993963784,13263899.0,1.0129088701686244,0.11115853894737127,7.4559911641108965,148.0,5448,93487,0.058275482152598757,0.027149321266968326,5.0,0.024635495223730517,1.0,0.8944193061840121,8.0,930,2,3052,57,2.925,1.0,27.0
6,1174869769,Tania Wren,en,1,2018-02-15 10:51:28,21.0,24.0,0,0,2596,108.16666666666667,1137,108.16666666666667,265840.82608695654,1405004.0,0.7097131024243333,0.8369882167858358,3.0047670352079603,136.0,104,1533,0.06784083496412263,0.6666666666666666,5.0,0.3333333333333333,5.0,0.125,1.0,3,1,530,148,1.263157894736842,1.0,3.0
7,3118659848,charlotte gray,en,0,2020-03-31 21:19:59,115.0,130.0,0,130,140,1.0769230769230769,12,1.0769230769230769,21290.441860465115,430643.0,1.367487152225367,0.3858295556331655,4.707577408787903,144.0,460,8404,0.05473584007615421,0.12307692307692308,2.0,0.1,1.0,0.7384615384615385,3.0,39,2,274,27,1.7808219178082192,1.0,7.0
8,616225564,Anisha Williams,en,0,2017-06-25 15:49:36,11638.21910674945,58.0,0,0,3,0.05172413793103448,2,0.05172413793103448,494893.8947368421,6148607.0,0.1738965505262752,0.596851519515113,3.917033249051258,140.0,224,3946,0.05676634566649772,0.2413793103448276,2.0,0.034482758620689655,1.0,0.017241379310344827,1.0,1,2,1029,628,1.2083333333333333,1.0,3.0
9,2357425536,Meda Tatlock,en,1,2019-02-25 04:30:56,69.0,144.0,144,0,5,0.034722222222222224,1,0.034722222222222224,74830.48951048951,3156719.0,0.15079200605282939,0.38626804383908364,4.844661725308233,138.0,522,9611,0.05431276662157944,0.125,2.0,0.0,0.0,0.3541666666666667,1.0,0,2,1574,104,4.8,1.0,12.0
10,616824681,Rene Rush,en,0,2017-06-26 04:03:20,33.0,36.0,0,0,1,0.027777777777777776,1,0.027777777777777776,763104.2571428572,4200050.0,0.12693054534140227,0.5723484972067745,3.467994408362786,131.0,101,2093,0.0482560917343526,0.25,3.0,0.0,0.0,0.0,0.0,0,2,221,116,1.2,1.0,2.0
11,2361797126,Evon Macquarrie,en,1,2019-02-27 23:30:31,47.0,100.0,100,0,5,0.05,1,0.05,108302.27272727272,3503923.0,0.1985152433458726,0.41187789195291885,4.452677806264902,137.0,342,6511,0.052526493626171095,0.17,4.0,0.02,2.0,0.31,1.0,0,1,2362,1511,4.3478260869565215,2.0,11.0
12,2381053058,Yang Tyrrell,en,1,2019-03-11 21:29:53,41.0,85.0,85,0,13,0.15294117647058825,1,0.15294117647058825,127896.21428571429,3897359.0,0.42777711277083463,0.35005739714962647,4.377413874790556,139.0,319,5577,0.05719921104536489,0.15294117647058825,6.0,0.0,0.0,0.36470588235294116,1.0,0,2,615,82,4.25,1.0,10.0
13,2352803594,Florence Pacleb,en,1,2019-02-22 06:10:24,53.0,113.0,113,0,4,0.035398230088495575,1,0.035398230088495575,96132.70535714286,3698490.0,0.15303298147821473,0.08894404254606644,4.543366443342443,140.0,365,6579,0.05547955616355069,0.017699115044247787,1.0,0.0,0.0,0.3185840707964602,1.0,0,2,1863,993,4.346153846153846,1.0,11.0
14,2383942940,Rachal Wessel,en,1,2019-03-13 16:21:29,41.0,105.0,105,0,3,0.02857142857142857,1,0.02857142857142857,103278.78846153847,3245957.0,0.12974069471942834,0.2925084684723972,4.508729512325917,144.0,343,7804,0.04395181957970272,0.08571428571428572,1.0,0.0,0.0,0.3047619047619048,1.0,0,1,908,89,4.7727272727272725,1.0,10.0
15,466310732,Michele Verardi,it,1,2017-01-18 08:20:20,62.0,1390.0,1390,0,215,0.15467625899280577,6,0.15467625899280577,10774.01727861771,204878.0,0.44950533815984933,0.2891020776190481,7.095437587794502,140.0,6709,122965,0.05456024071890375,0.10359712230215827,9.0,0.023741007194244605,3.0,0.010071942446043165,3.0,8,2,252378,5734,1.748427672955975,1.0,16.0
16,616219193,Aretha White,en,1,2017-06-25 15:47:54,72.0,79.0,0,0,5,0.06329113924050633,2,0.06329113924050633,361637.23076923075,2944253.0,0.18562471040523598,0.46960178273131103,4.246611643253866,140.0,293,5206,0.05628121398386477,0.16455696202531644,2.0,0.0379746835443038,1.0,0.02531645569620253,1.0,2,1,739,262,1.2153846153846153,1.0,2.0
17,617828146,Zack Hull,en,1,2017-06-27 06:01:28,27.0,30.0,0,0,0,0.0,0,0.0,953859.7586206896,9850165.0,-0.0,0.4676524865100599,3.2625679455501664,140.0,145,2194,0.06608933454876938,0.16666666666666666,2.0,0.03333333333333333,1.0,0.03333333333333333,1.0,1,1,134,62,1.2,1.0,3.0
18,2744811814,♛Jay Bae♛,en,0,2019-08-18 21:48:35,3287.0,2120.0,0,2120,1360,0.6415094339622641,44,0.6415094339622641,4886.52288815479,341148.0,1.0387059913407002,0.25727381712264386,7.520541931554069,144.0,5269,96034,0.0548659849636587,0.07028301886792453,3.0,0.04150943396226415,1.0,0.6632075471698113,8.0,845,2,7294,748,5.824175824175824,1.0,63.0
19,163142123,Mélissa Benkhalifa,fr,1,2015-07-07 17:12:40,3.0,4.0,0,0,2,0.5,2,0.5,29537572.666666668,88457771.0,0.5623351446188083,-0.0,1.0397207708399179,66.0,22,215,0.10232558139534884,0.0,0.0,0.75,1.0,1.0,1.0,3,1,9,3,1.3333333333333333,1.0,2.0
20,1370348599,Robert Brown,en,0,2018-04-23 19:05:48,11638.21910674945,2.0,0,0,0,0.0,0,0.0,1991514.0,1991514.0,-0.0,-0.0,0.6931471805599453,45.0,6,75,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,4,1.0,1.0,1.0
